Race,Track,track,slug,track_id,Date,DriverName,,slug,driver_id,DriverStart,DriverFinish,DriverNum,DriverSponsor,DriverMake,DriverLaps,DriverLed,DriverStatus,DriverPts,,
1991 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,6-Jul-91,Tim Sauter,Tim Sauter,tim-sauter,22272,,16,,,,99,,,,,
1992 Spring Classic 150,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,16,,,,149,,,,,
1992 Cabin Fever 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,11,,,,99,,,,,
1992 Badgerland 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,10-May-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,12,,,,50,,running,,,
1992 Spring Nationals 125,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,16,,,,125,,running,,,
1992 ARTGO 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,6-Jun-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,11,,,,100,,running,,,
1992 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,13-Jun-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,15,,,,99,,,,,
1992 Lake Geneva Doubleheader,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,23-Jun-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,12,,,,99,,,,,
1992 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,5,,,,100,,running,,,
1992 ARTGO 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,19-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,8,,,,,,,,,
1992 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,23-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,7,,,,,,,,,
1992 Kansas City 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,24-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,16,,,,98,,,,,
1992 ARTGO Ozark Challenge,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,25-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,9,,,,99,,,,,
1992 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,31-Jul-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,23,,,,67,,,,,
1992 ARTGO All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,2-Aug-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,21,,,,,,,,,
1992 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,4-Aug-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,14,,,,,,,,,
1992 Glass City 100,Toledo Speedway,Toledo Speedway,toledo-speedway-oh,246,3-Oct-92,Tim Sauter,Tim Sauter,tim-sauter,22272,,7,,,,100,,running,,,
1994 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,2-Aug-94,Tim Sauter,Tim Sauter,tim-sauter,22272,,10,,,,249,,,,,
1994 Minnesota Governor's Cup,"I-94 Speedway (Sauk Centre, MN)","I-94 Speedway (Sauk Centre, MN)",#N/A,#N/A,11-Sep-94,Tim Sauter,Tim Sauter,tim-sauter,22272,,5,,,,100,,running,,,
1994 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,17-Sep-94,Tim Sauter,Tim Sauter,tim-sauter,22272,,20,,,,36,,,,,
1995 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,9-Apr-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,8,,,,148,,,,,
1995 Chicagoland Showdown,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,21-May-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,15,,,,99,,,,,
1995 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,6,,,,100,,running,,,
1995 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,13,,,,99,,,,,
1995 ARTGO Western Swing Country Mart 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,16-Jun-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,6,,,,100,,,,,
1995 ARTGO Western Swing Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,17-Jun-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,14,,,,100,,running,,,
1995 ARTGO Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,24-Jun-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,10,,,,100,,running,,,
1995 LaCrosse Fairtime 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,12-Jul-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,8,,,,100,,running,,,
1995 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,22-Jul-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,6,,,,100,,,,,
1995 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-95,Tim Sauter,Tim Sauter,tim-sauter,22272,,28,,,,123,,,,,
1996 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-Jul-96,Tim Sauter,Tim Sauter,tim-sauter,22272,,13,,,,100,,,,,
1997 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-May-97,Tim Rothe,Tim Rothe,tim-rothe,22266,,14,56,Fire Alarm Pizza,Chevy,50,,running,,,
1997 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-May-97,Tim Rothe,Tim Rothe,tim-rothe,22266,,21,,,,38,,,,,
1997 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,5-Aug-97,Tim Rothe,Tim Rothe,tim-rothe,22266,,22,,,,160,,,,,
1983 Minnesota State Championships Race No. 2,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,21-Jun-83,Tim Olson,Tim Olson,tim-olson,22236,,14,,,Camaro,,,,,,
1984 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-84,Tim Olson,Tim Olson,tim-olson,22236,,21,,,,2,,,,,
1985 Big A Minnesota Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,5-Jul-85,Tim Olson,Tim Olson,tim-olson,22236,,16,,,,29,,,,,
1987 Auto City 100,Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,14-Jun-87,Tim Olson,Tim Olson,tim-olson,22236,,16,,,,90,,,,,
1989 Minnesota State Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-89,Tim Olson,Tim Olson,tim-olson,22236,,21,,,,60,,,,,
1994 Minnesota Governor's Cup,"I-94 Speedway (Sauk Centre, MN)","I-94 Speedway (Sauk Centre, MN)",#N/A,#N/A,11-Sep-94,Tim Olson,Tim Olson,tim-olson,22236,,14,,,,98,,,,,
1989 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,19-Apr-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,8,66,,,88,,,,,
1989 Chicagoland Opener,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,23-Apr-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,10,,,,98,,,,,
1989 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-May-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,18,,,,88,,,,,
1989 WMUS/American Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,27-May-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,11,,,,99,0,running,,,
1989 Miller High Life/TV 5 Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,20,,,,33,0,,,,
1989 Miller High Life/TV 5 Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,17,,,,49,0,,,,
1989 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,15,,,,95,,,,,
1989 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,17-Jun-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,12,,,,94,,,,,
1989 ARTGO Holiday Special Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,15,,,,,,,,,
1989 ARTGO Holiday Special Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,10,,,,,,,,,
1989 Minnesota State Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,17,,,,88,,,,,
1989 Michigan Challenge Race No. 1,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,15-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,14,,,,,,,,,
1989 Michigan Challenge Race No. 2,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,15-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,11,,,,,,,,,
1989 Grand Valley Marine 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,30-Jul-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,11,,,,100,,running,,,
1989 Miller High Life/TV-5 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-89,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,30,,,Grand Prix,73,0,,,,
1990 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,8-Apr-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,13,,,,90,,running,,,
1990 Chicagoland Opener,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,28-Apr-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,5,,,,100,,running,,,
1990 WMUS Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,26-May-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,11,,,,99,,,,,
1990 Miller Genuine Draft TV-5 Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,12,,,,124,,,,,
1990 Miller 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,22,,,,7,,,,,
1990 Parts Plus Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,16-Jun-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,2,,,,100,,running,,,
1990 Grand Opening 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,26-Jun-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,6,,,,100,,running,,,
1990 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,30-Jun-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,9,,,,100,,running,,,
1990 Budweiser 100 (ARTGO),Owosso Speedway,Owosso Speedway,owosso-speedway-mi,250,3-Jul-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,7,,,,100,,running,,,
1990 Parts Plus All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,24-Jul-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,9,,,,99,,,,,
1990 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,3-Aug-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,11,,,,100,,running,,,
1990 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Aug-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,33,,,,11,,,,,
1990 Coors 100 (August),Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,11-Aug-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,13,,,,76,,,,,
1990 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Sep-90,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,17,,,,148,,,,,
1991 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,2-Aug-91,Tim Fedewa,Tim Fedewa,tim-fedewa,22130,,6,,,,100,,running,,,
1981 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,12-Apr-81,Tim Cox,Tim Cox,tim-cox,22112,,,,,,,,DNQ,,,
1982 Spring Twin 50s Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Tim Cox,Tim Cox,tim-cox,22112,,,,,,,,DNQ,,,
1982 Spring Twin 50s Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Tim Cox,Tim Cox,tim-cox,22112,,21,,,,,,,,,
1983 Chicagoland Opening Day Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Tim Cox,Tim Cox,tim-cox,22112,,15,,,Firebird,49,,,,,
1983 Chicagoland Opening Day Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Tim Cox,Tim Cox,tim-cox,22112,,20,,,Firebird,6,,,,,
1993 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,4-Apr-93,Tim Cox,Tim Cox,tim-cox,22112,,13,,,,149,,,,,
ARTGO:1993-02,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,9-May-93,Tim Cox,Tim Cox,tim-cox,22112,,13,,,,50,,,,,
1993 Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,29-May-93,Tim Cox,Tim Cox,tim-cox,22112,,17,,,,97,,,,,
1993 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,5-Jun-93,Tim Cox,Tim Cox,tim-cox,22112,,11,,,,100,,,,,
1993 Miller Genuine Draft 100 (ARTGO),Elko Speedway,Elko Speedway,elko-speedway-mn,60,25-Jun-93,Tim Cox,Tim Cox,tim-cox,22112,,20,,,,64,,,,,
1993 Upper Peninsula 100,Norway Speedway,Norway Speedway,norway-speedway-mi,141,26-Jun-93,Tim Cox,Tim Cox,tim-cox,22112,,21,,,,57,,,,,
1993 Fair Days 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,30-Jun-93,Tim Cox,Tim Cox,tim-cox,22112,,12,,,,100,,,,,
1993 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,7-Jul-93,Tim Cox,Tim Cox,tim-cox,22112,,10,,,,99,,,,,
1993 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,10-Jul-93,Tim Cox,Tim Cox,tim-cox,22112,,22,,,,57,,,,,
1993 Harding's Friendly Markets Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,23-Jul-93,Tim Cox,Tim Cox,tim-cox,22112,,20,,,,90,,,,,
1993 ARTGO Summer Nationals,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-93,Tim Cox,Tim Cox,tim-cox,22112,,13,,,,98,,,,,
1993 Badger World Classic 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,1-Aug-93,Tim Cox,Tim Cox,tim-cox,22112,,29,,,,26,,,,,
1993 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,3-Aug-93,Tim Cox,Tim Cox,tim-cox,22112,,18,,,,238,,,,,
1993 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-Aug-93,Tim Cox,Tim Cox,tim-cox,22112,,15,,,,149,,,,,
1993 Miller Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,18-Sep-93,Tim Cox,Tim Cox,tim-cox,22112,,22,,,,25,,,,,
1978 ARTGO Spring Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,28-May-78,Thom Laimon,Thom Laimon,thom-laimon,22044,,17,,,,,,,,,
1978 ARTGO Spring Nationals Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,28-May-78,Thom Laimon,Thom Laimon,thom-laimon,22044,,15,,,,,,,,,
1978 ARTGO Summer Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,5-Aug-78,Thom Laimon,Thom Laimon,thom-laimon,22044,,,,,,,,DNQ,,,
1979 Hi/Rev 100,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,24-Jun-79,Thom Laimon,Thom Laimon,thom-laimon,22044,,15,,,Camaro,,0,,,,
1981 Saturday Night Twin 50s Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-81,Thom Laimon,Thom Laimon,thom-laimon,22044,,,,,,,,DNQ,,,
1989 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Sep-89,Thom Laimon,Thom Laimon,thom-laimon,22044,,16,,,,96,,,,,
1981 Patch Press Summer Nationals Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,11-Oct-81,Terry Weatherford,Terry Weatherford,terry-weatherford,22036,,17,98,,,,,,,,
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Terry Weatherford,Terry Weatherford,terry-weatherford,22036,,12,,,Firebird,52,,,,,
1997 All-American 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,5-Jul-97,Terry Patnode,Terry Patnode,terry-patnode,21996,,15,,,,99,,,,,
1991 Miller Genuine Draft Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,19-Jun-91,Terry Marzofka,Terry Marzofka,terry-marzofka,21974,,15,,,,98,0,,,,
1981 ARTGO Tuesday Special Race No. 1,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Terry Laxton,Terry Laxton,terry-laxton,21961,,,,,,,,DNQ,,,
1980 Lake Geneva 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,17-Jun-80,Terry Ciano,Terry Ciano,terry-ciano,21921,,,,,,,,DNQ,,,
1981 Pepsi Memorial Day 100 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,25-May-81,Terry Ciano,Terry Ciano,terry-ciano,21921,,,,,,,,DNQ,,,
1982 Wisconsin 400 Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-Jun-82,Terry Ciano,Terry Ciano,terry-ciano,21921,,15,,,,,,,,,
1982 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Jul-82,Terry Ciano,Terry Ciano,terry-ciano,21921,,15,,,,,,,,,
1980 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Apr-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1980 Midwest Championship Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,11-May-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1980 Hi Rev 150 Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,8-Jun-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1980 Lake Geneva 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,17-Jun-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1980 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,15-Jul-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1980 NGK Spark Plug Summer Nationals Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,19-Jul-80,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1981 ARTGO Dixieland Challenge Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-May-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,22,,,Camaro,,,,,,
1981 ARTGO Dixieland Challenge Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-May-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,21,,,Camaro,,,,,,
1981 Firecracker 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,4-Jul-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,22,,,,9,,,,,
1981 ARTGO Holiday Twin 50s Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,5-Jul-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,,,,,,,DNQ,,,
1981 Saturday Night Twin 50s Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,18,,,Camaro,,,,,,
1981 Saturday Night Twin 50s Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,11,,,Camaro,,,,,,
1981 Dairyland 150 Race No. 1,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,9-Aug-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,,47,,,,,DNQ,,,
1981 Patch Press Summer Nationals Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,11-Oct-81,Terry Baldry,Terry Baldry,terry-baldry,21903,,24,,,,,,,,,
1982 Memorial Day Pepsi 100 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,31-May-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,17,,,,,,,,,
1982 Memorial Day Pepsi 100 Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,31-May-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,17,,,,,,,,,
1982 Wisconsin 400 Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-Jun-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,3,,,,,,,,,
1982 Wisconsin 400 Race No. 3,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-Jun-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,18,,,1981 Camaro,,,,,,
1982 ARTGO 100,Escanaba International Raceway,Escanaba Speedway,escanaba-speedway-mi,61,24-Jul-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,8,,,,,,,,,
1982 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-Aug-82,Terry Baldry,Terry Baldry,terry-baldry,21903,,4,,,Camaro,,,,,,
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Terry Baldry,Terry Baldry,terry-baldry,21903,,15,,,Camaro,21,,,,,
1983 Chicagoland Opening Day Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Terry Baldry,Terry Baldry,terry-baldry,21903,,12,,,Camaro,50,,running,,,
1983 Chicagoland Opening Day Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Terry Baldry,Terry Baldry,terry-baldry,21903,,12,,,Camaro,50,,running,,,
